2,-1
6,307.1779084237901
10,-1
14,626.9947522509152
3,300.12939330574864
7,304.7733694672824
11,-1
15,-1
4,348.4816199571799
8,-1
12,-1
16,290.9699557432957
5,337.3228317876015
9,-1
13,-1
17,568.094736774766
